user,click_1,click_2,click_3,click_4,click_5,conversion,value
1933,a,c,,,,0,0
1934,a,d,b,a,,0,0
1935,d,c,b,c,,0,0
1936,d,b,a,,,0,0
1937,c,d,b,b,,0,0
1938,a,d,b,d,,0,0
1939,b,a,d,c,,1,30
1940,c,c,d,b,,1,47
1941,b,c,a,b,c,0,0
1942,b,,,,,0,0
1943,c,a,d,,,0,0
1944,d,a,,,,1,34
1945,a,,,,,0,0
1946,b,a,a,d,,0,0
1947,d,,,,,0,0
1948,b,b,d,,,0,0
1949,a,,,,,0,0
1950,b,,,,,0,0
1951,a,d,d,d,d,0,0
1952,d,,,,,0,0
1953,c,,,,,0,0
1954,d,d,b,c,,0,0
1955,a,d,a,d,,0,0
1956,d,d,d,a,b,0,0
1957,d,a,,,,0,0
1958,d,d,,,,0,0
1959,d,c,,,,0,0
1960,b,b,c,d,,1,31
1961,c,c,,,,1,32
1962,c,b,c,a,a,0,0
1963,d,b,d,,,0,0
1964,d,d,b,,,0,0
1965,a,b,b,,,1,37
1966,a,b,,,,0,0
1967,c,c,b,a,c,0,0
1968,b,,,,,0,0
1969,a,d,c,a,a,0,0
1970,a,b,a,b,d,0,0
1971,c,a,,,,0,0
1972,b,c,,,,0,0
1973,a,b,b,,,0,0
1974,d,d,c,c,,0,0
1975,d,b,,,,0,0
1976,d,c,c,b,c,1,44
1977,c,a,a,,,0,0
1978,b,,,,,0,0
1979,a,b,d,b,a,1,37
1980,b,c,c,b,a,0,0
1981,d,a,a,,,1,42
1982,b,b,,,,0,0
1983,a,,,,,0,0
1984,a,,,,,0,0
1985,d,,,,,0,0
1986,d,d,,,,0,0
1987,c,a,,,,0,0
1988,c,,,,,0,0
1989,a,a,c,c,,0,0
1990,d,a,c,b,c,0,0
1991,a,,,,,0,0
1992,d,b,c,b,,1,39
1993,c,b,c,a,,0,0
1994,c,,,,,0,0
1995,d,,,,,0,0
1996,b,,,,,0,0
1997,b,,,,,0,0
1998,a,a,b,a,d,0,0
1999,d,b,b,d,d,0,0
2000,c,a,b,c,d,1,42
2001,c,b,b,a,b,0,0
2002,b,d,d,,,1,48
2003,d,a,,,,0,0
2004,a,,,,,0,0
2005,d,c,,,,0,0
2006,b,,,,,0,0
2007,a,,,,,0,0
2008,a,a,d,d,,0,0
2009,d,b,a,,,0,0
2010,b,a,,,,0,0
2011,a,c,,,,0,0
2012,b,d,,,,0,0
2013,c,d,b,,,0,0
2014,b,d,b,d,,0,0
2015,b,b,a,b,,1,46
2016,d,d,,,,0,0
2017,c,a,c,,,0,0
2018,d,b,,,,0,0
2019,b,b,,,,0,0
2020,d,d,c,,,0,0
2021,c,,,,,0,0
2022,b,c,c,a,,0,0
2023,b,b,,,,0,0
2024,b,a,a,a,d,1,32
2025,b,b,c,,,0,0
2026,a,b,a,,,1,31
2027,a,c,d,a,,0,0
2028,b,a,b,,,1,50
2029,c,,,,,0,0
2030,a,a,,,,0,0
2031,c,a,,,,0,0
2032,d,a,d,,,0,0
2033,a,c,d,c,,0,0
2034,c,,,,,0,0
2035,b,b,a,d,,1,37
2036,d,d,a,b,,0,0
2037,c,b,a,,,1,48
2038,b,c,b,a,,0,0
2039,d,,,,,0,0
2040,d,b,a,b,c,0,0
2041,c,c,c,c,d,0,0
2042,c,d,b,d,c,1,39
2043,b,c,b,,,1,40
2044,b,,,,,0,0
2045,d,,,,,0,0
2046,d,b,c,,,0,0
2047,b,d,a,c,c,1,45
2048,b,d,c,d,,1,45
2049,c,c,b,c,a,0,0
2050,d,a,d,b,,0,0
2051,a,,,,,0,0
2052,d,b,c,d,a,0,0
2053,d,a,a,b,a,1,31
2054,b,c,a,c,,1,38
2055,a,,,,,0,0
2056,a,d,a,,,1,42
2057,c,c,d,b,c,1,38
2058,c,d,a,,,0,0
2059,c,c,,,,0,0
2060,c,c,,,,0,0
2061,d,c,a,c,a,0,0
2062,d,a,b,c,a,1,50
2063,c,,,,,0,0
2064,b,c,d,,,0,0
2065,c,c,d,,,0,0
2066,a,d,a,a,d,0,0
2067,b,b,,,,1,49
2068,b,b,,,,0,0
2069,c,a,d,,,0,0
2070,a,,,,,0,0
2071,c,a,a,b,d,1,33
2072,a,,,,,0,0
2073,c,d,c,d,,0,0
2074,c,d,a,d,,0,0
2075,c,a,a,c,c,1,46
2076,b,a,b,,,0,0
2077,c,d,b,,,0,0
2078,c,a,d,,,0,0
2079,a,d,,,,1,41
2080,b,d,,,,0,0
2081,d,a,a,c,c,0,0
2082,b,b,,,,0,0
2083,d,b,c,,,0,0
2084,c,a,a,a,,0,0
2085,d,a,c,a,c,1,46
2086,b,d,,,,0,0
2087,a,,,,,0,0
2088,d,c,d,,,0,0
2089,d,d,a,d,d,0,0
2090,a,b,b,,,0,0
2091,a,a,c,c,,1,35
2092,d,a,c,c,d,1,40
2093,a,,,,,0,0
2094,a,b,b,,,0,0
2095,c,,,,,0,0
2096,b,d,b,c,,0,0
2097,c,a,b,b,c,0,0
2098,b,d,c,,,1,43
2099,b,,,,,0,0
2100,a,a,d,a,,0,0
2101,c,d,b,c,,0,0
2102,d,b,,,,0,0
2103,b,,,,,0,0
2104,b,b,,,,1,45
2105,b,a,c,,,1,42
2106,d,,,,,0,0
2107,b,b,d,d,b,0,0
2108,d,a,d,c,,0,0
2109,a,b,a,c,b,1,35
2110,a,a,c,a,,1,33
2111,a,c,a,d,,0,0
2112,c,b,,,,0,0
2113,c,,,,,0,0
2114,a,a,b,,,0,0
2115,c,c,d,d,d,0,0
2116,c,,,,,1,38
2117,a,a,a,,,0,0
2118,d,a,,,,0,0
2119,a,a,d,b,d,1,36
2120,b,c,,,,1,45
2121,d,b,a,b,b,0,0
2122,c,a,c,,,0,0
2123,d,c,b,a,c,1,49
2124,b,a,b,,,0,0
2125,b,d,c,b,,1,36
2126,c,c,d,b,,0,0
2127,d,,,,,0,0
2128,c,d,d,d,,0,0
2129,a,c,c,,,0,0
2130,b,a,b,,,0,0
2131,c,c,d,,,0,0
2132,b,d,b,,,1,37
2133,d,,,,,0,0
2134,c,d,d,,,0,0
2135,c,d,,,,0,0
2136,a,b,a,b,d,0,0
2137,b,c,,,,0,0
2138,c,c,d,,,0,0
2139,d,,,,,0,0
2140,b,b,c,a,,1,38
2141,b,a,b,b,b,1,47
2142,b,b,a,c,,1,50
2143,b,a,b,a,b,0,0
2144,b,c,,,,0,0
2145,c,b,a,b,,0,0
2146,a,c,a,d,,1,35
2147,c,,,,,0,0
2148,a,,,,,0,0
2149,b,,,,,0,0
2150,a,b,c,d,c,1,33
2151,c,d,c,c,,0,0
2152,c,a,c,a,,1,34
2153,d,,,,,0,0
2154,c,d,a,c,,0,0
2155,c,,,,,0,0
2156,a,,,,,0,0
2157,b,a,a,d,,0,0
2158,a,b,a,c,,1,39
2159,c,a,a,d,,1,32
2160,b,d,d,c,,0,0
2161,b,d,,,,0,0
2162,c,d,a,,,1,47
2163,a,,,,,0,0
2164,a,b,,,,0,0
2165,c,a,c,a,,0,0
2166,c,a,c,,,1,32
2167,c,d,a,b,,0,0
2168,d,c,,,,0,0
2169,a,b,,,,0,0
2170,d,a,,,,1,34
2171,b,a,,,,0,0
2172,b,d,a,,,0,0
2173,a,c,b,b,,0,0
2174,a,d,,,,0,0
2175,c,a,c,c,,0,0
2176,c,b,,,,1,34
2177,b,,,,,0,0
2178,b,b,,,,0,0
2179,a,d,a,b,,0,0
2180,d,c,c,d,c,0,0
2181,d,a,c,,,1,49
2182,c,d,,,,0,0
2183,d,b,d,d,d,0,0
2184,b,b,,,,1,45
2185,a,a,a,d,,0,0
2186,b,d,b,,,0,0
2187,a,,,,,0,0
2188,b,,,,,0,0
2189,b,c,a,b,,0,0
2190,d,,,,,0,0
2191,d,,,,,0,0
2192,a,a,d,b,,0,0
2193,c,,,,,0,0
2194,b,c,,,,0,0
2195,a,a,,,,1,32
2196,d,d,c,b,,1,36
2197,d,b,d,b,,0,0
2198,c,,,,,0,0
2199,a,d,a,a,c,1,38
2200,d,a,,,,0,0
2201,a,d,c,c,,0,0
2202,c,,,,,0,0
2203,c,d,a,b,d,1,32
2204,c,b,b,d,c,0,0
2205,b,a,d,,,0,0
2206,a,a,,,,0,0
2207,b,b,b,a,a,0,0
2208,b,b,d,a,,0,0
2209,c,,,,,0,0
2210,b,,,,,0,0
2211,b,d,d,,,0,0
2212,a,c,b,,,0,0
2213,c,d,c,d,,0,0
2214,a,d,,,,0,0
2215,a,a,,,,0,0
2216,a,b,,,,0,0
2217,a,d,b,d,,0,0
2218,d,a,c,b,,0,0
2219,a,,,,,0,0
2220,b,a,d,c,c,0,0
2221,b,b,b,,,0,0
2222,d,d,a,d,a,1,38
2223,d,,,,,0,0
2224,b,a,,,,1,38
2225,d,c,c,c,a,0,0
2226,c,b,a,a,b,1,30
2227,d,c,b,a,,0,0
2228,d,c,c,,,0,0
2229,b,,,,,0,0
2230,a,b,,,,0,0
2231,b,,,,,0,0
2232,a,b,a,,,0,0
2233,b,c,c,c,b,0,0
2234,c,,,,,0,0
2235,c,a,,,,0,0
2236,b,c,,,,1,33
2237,c,a,b,b,,0,0
2238,d,,,,,0,0
2239,c,c,b,c,c,0,0
2240,a,a,c,,,1,45
2241,d,b,b,a,,0,0
2242,a,,,,,1,34
2243,c,a,a,d,a,1,42
2244,d,c,c,,,0,0
2245,c,d,,,,0,0
2246,a,d,,,,0,0
2247,a,d,d,,,1,31
2248,d,c,d,c,,0,0
2249,c,b,b,b,,0,0
2250,b,b,b,b,d,0,0
2251,c,c,a,c,,0,0
2252,c,b,a,a,a,0,0
2253,d,a,d,c,b,0,0
2254,d,,,,,0,0
2255,d,c,,,,0,0
2256,d,c,b,a,,0,0
2257,b,,,,,0,0
2258,b,,,,,0,0
2259,c,,,,,0,0
2260,c,d,c,b,,0,0
2261,d,d,b,,,0,0
2262,c,,,,,0,0
2263,a,b,a,b,,1,46
2264,b,d,b,d,,0,0
2265,c,c,c,,,0,0
2266,c,b,,,,0,0
2267,c,d,,,,0,0
2268,d,a,,,,0,0
2269,a,d,d,b,,0,0
2270,a,d,a,c,a,1,35
2271,d,c,d,,,0,0
2272,d,d,a,b,,0,0
2273,a,d,c,b,c,1,33
2274,a,,,,,0,0
2275,d,d,,,,1,44
2276,c,d,a,c,,1,38
2277,c,b,,,,0,0
2278,a,a,,,,0,0
2279,b,a,,,,0,0
2280,a,c,,,,0,0
2281,d,b,d,d,d,0,0
2282,d,c,d,,,0,0
2283,a,d,,,,0,0
2284,c,,,,,0,0
2285,d,c,d,,,0,0
2286,d,d,c,a,,0,0
2287,a,c,a,,,0,0
2288,a,b,a,a,,1,43
2289,d,d,,,,0,0
2290,a,,,,,0,0
2291,a,d,d,,,1,50
2292,d,b,a,c,c,1,30
2293,c,,,,,0,0
2294,c,c,c,b,,0,0
2295,b,d,c,,,0,0
2296,b,a,,,,0,0
2297,d,d,,,,0,0
2298,a,,,,,1,31
2299,d,d,c,c,a,0,0
2300,c,,,,,0,0
2301,c,d,a,c,b,0,0
2302,d,a,c,,,0,0
2303,d,,,,,0,0
2304,a,b,d,,,0,0
2305,a,b,a,,,0,0
2306,d,d,c,b,c,0,0
2307,c,b,a,,,1,50
2308,d,a,,,,0,0
2309,d,c,c,c,,0,0
2310,b,a,d,c,,1,45
2311,d,d,d,,,0,0
2312,b,c,a,b,,0,0
2313,a,a,c,,,1,38
2314,c,,,,,0,0
2315,c,,,,,0,0
2316,a,a,d,,,0,0
2317,b,b,d,,,1,30
2318,a,b,c,,,1,49
2319,a,d,c,,,1,45
2320,b,c,a,c,,1,43
2321,d,,,,,0,0
2322,c,b,a,,,1,37
2323,c,,,,,0,0
2324,c,b,d,,,1,45
2325,b,d,b,,,0,0
2326,d,b,,,,0,0
2327,d,d,d,d,b,0,0
2328,d,b,a,,,0,0
2329,b,a,b,c,,0,0
2330,b,b,d,b,,0,0
2331,b,d,c,c,,0,0
2332,a,a,,,,1,44
2333,a,c,,,,0,0
2334,d,,,,,1,50
2335,a,a,b,b,,0,0
2336,c,d,d,,,0,0
2337,a,,,,,0,0
2338,b,a,c,c,d,0,0
2339,d,,,,,0,0
2340,b,d,d,a,,0,0
2341,d,d,,,,0,0
2342,c,c,d,d,a,0,0
2343,b,c,b,c,d,1,30
2344,d,a,d,b,b,0,0
2345,d,d,a,b,,1,31
2346,b,,,,,0,0
2347,a,d,d,d,,0,0
2348,b,,,,,0,0
2349,c,c,b,a,,0,0
2350,c,d,a,c,b,0,0
2351,d,b,a,b,a,0,0
2352,d,,,,,0,0
2353,a,a,b,d,,0,0
2354,a,b,b,a,a,1,37
2355,c,b,d,b,,0,0
2356,c,b,b,a,,0,0
2357,c,,,,,0,0
2358,c,b,a,a,d,0,0
2359,c,,,,,0,0
2360,b,,,,,0,0
2361,a,b,a,a,b,1,32
2362,d,,,,,0,0
2363,a,a,a,a,a,0,0
2364,a,,,,,0,0
2365,a,d,b,a,,0,0
2366,b,a,,,,1,35
2367,d,c,b,b,,0,0
2368,d,b,,,,0,0
2369,a,d,b,,,0,0
2370,a,a,d,c,,1,39
2371,d,,,,,0,0
2372,a,a,,,,0,0
2373,a,,,,,0,0
2374,c,c,b,,,1,32
2375,a,b,d,c,c,0,0
2376,c,b,,,,0,0
2377,b,c,d,c,a,0,0
2378,d,,,,,0,0
2379,a,a,c,,,0,0
2380,b,a,b,b,,0,0
2381,b,a,c,,,1,38
2382,d,d,b,,,0,0
2383,d,d,c,c,d,0,0
2384,c,,,,,0,0
2385,a,b,d,a,,0,0
2386,b,a,,,,0,0
2387,c,,,,,0,0
2388,d,,,,,0,0
2389,d,d,b,b,,0,0
2390,a,d,d,a,,0,0
2391,d,c,,,,0,0
2392,a,a,d,d,c,0,0
2393,a,a,a,b,a,1,33
2394,b,c,d,,,1,45
2395,b,c,b,d,d,0,0
2396,a,c,d,a,,0,0
2397,d,,,,,0,0
2398,a,b,b,b,,0,0
2399,d,d,d,,,0,0
2400,c,d,c,d,b,0,0
2401,d,b,b,b,b,0,0
2402,c,,,,,0,0
2403,d,c,a,,,1,39
2404,c,b,a,d,,0,0
2405,d,d,d,b,,0,0
2406,a,d,,,,0,0
2407,b,b,b,d,b,1,35
2408,a,d,a,d,a,1,39
2409,a,,,,,0,0
2410,a,,,,,0,0
2411,b,d,b,c,,0,0
2412,b,a,,,,0,0
2413,a,b,d,,,0,0
2414,a,c,,,,0,0
2415,d,c,c,,,1,30
2416,a,c,a,c,,0,0
2417,d,a,a,,,1,47
2418,a,a,,,,1,46
2419,a,d,,,,0,0
2420,d,a,c,c,,0,0
2421,d,c,c,,,0,0
2422,a,d,c,b,,1,30
2423,b,d,d,c,b,0,0
2424,b,d,,,,1,50
2425,d,b,d,d,b,1,47
2426,d,a,d,b,b,0,0
2427,c,d,d,c,c,0,0
2428,c,b,c,d,,0,0
2429,a,b,b,d,a,0,0
2430,d,a,d,c,,1,36
2431,d,c,a,b,,0,0
2432,c,c,c,d,d,1,47
2433,a,d,c,,,1,50
2434,b,b,a,c,b,1,33
2435,a,a,,,,0,0
2436,d,b,,,,1,50
2437,b,c,b,c,c,1,43
2438,c,,,,,0,0
2439,b,,,,,0,0
2440,d,c,,,,0,0
2441,b,d,b,c,,0,0
2442,c,c,b,b,,0,0
2443,a,a,,,,0,0
2444,b,,,,,0,0
2445,d,a,,,,0,0
2446,b,c,,,,1,40
2447,a,b,c,d,a,0,0
2448,c,b,b,a,,1,30
2449,d,c,,,,0,0
2450,b,d,a,,,0,0
2451,c,a,a,,,0,0
2452,d,d,c,a,c,0,0
2453,b,,,,,1,42
2454,d,c,b,a,,1,44
2455,d,b,,,,0,0
2456,b,a,,,,1,32
2457,b,a,c,c,,0,0
2458,b,,,,,0,0
2459,a,,,,,0,0
2460,b,d,,,,1,35
2461,b,c,a,a,c,0,0
2462,b,a,,,,1,40
2463,d,,,,,0,0
2464,d,,,,,0,0
2465,a,d,c,,,0,0
2466,d,d,a,,,0,0
2467,d,,,,,0,0
2468,d,b,,,,0,0
2469,c,d,a,,,0,0
2470,c,d,,,,0,0
2471,d,,,,,0,0
2472,a,c,b,c,a,1,47
2473,a,c,a,d,b,1,43
2474,d,a,c,,,0,0
2475,b,c,b,c,c,1,33
2476,d,a,a,,,0,0
2477,b,d,c,c,,0,0
2478,d,a,b,,,1,30
2479,b,d,d,d,,0,0
2480,b,c,c,a,,1,39
2481,c,d,c,d,b,0,0
2482,d,d,,,,1,31
2483,c,d,c,,,0,0
2484,b,c,,,,0,0
2485,d,d,b,a,,0,0
2486,a,,,,,0,0
2487,b,c,,,,0,0
2488,a,d,d,,,0,0
2489,a,b,,,,0,0
2490,b,b,d,a,,0,0
2491,b,,,,,0,0
2492,b,c,c,c,,0,0
2493,c,a,c,a,,0,0
2494,b,,,,,0,0
2495,b,c,b,a,,0,0
2496,b,d,,,,0,0
2497,d,,,,,0,0
2498,c,d,d,c,,1,32
2499,d,a,d,b,,0,0
2500,d,a,,,,0,0
2501,a,d,c,a,d,0,0
2502,b,b,d,,,0,0
2503,b,c,b,,,0,0
2504,b,c,,,,1,48
2505,a,c,,,,0,0
2506,a,d,d,b,,0,0
2507,b,c,,,,0,0
2508,a,c,b,b,,0,0
2509,a,b,a,a,a,1,38
2510,d,,,,,0,0
2511,d,c,c,,,0,0
2512,c,b,,,,0,0
2513,d,b,c,d,c,0,0
2514,a,d,b,,,1,40
2515,c,,,,,0,0
2516,b,c,,,,0,0
2517,a,,,,,0,0
2518,c,,,,,0,0
2519,a,a,,,,1,40
2520,d,b,,,,0,0
2521,c,c,d,,,1,30
2522,b,,,,,0,0
2523,b,a,c,b,a,0,0
2524,c,a,b,a,,0,0
2525,a,a,,,,0,0
2526,a,b,c,,,0,0
2527,a,b,d,d,a,1,31
2528,d,d,d,,,0,0
2529,b,b,a,a,,1,43
2530,c,d,d,,,0,0
2531,a,d,,,,0,0
2532,a,d,,,,0,0
2533,b,b,c,b,,0,0
2534,a,c,b,a,b,0,0
2535,a,b,d,c,c,0,0
2536,b,a,,,,0,0
2537,d,,,,,0,0
2538,d,b,c,d,a,1,32
2539,b,,,,,0,0
2540,b,d,d,d,,0,0
2541,a,a,a,,,0,0
2542,b,c,d,d,d,1,44
2543,b,a,d,,,0,0
2544,c,,,,,0,0
2545,c,a,a,,,1,35
2546,d,a,,,,1,30
2547,b,a,,,,0,0
2548,b,a,b,,,0,0
2549,a,a,d,,,1,38
2550,a,,,,,0,0
2551,d,b,a,c,,0,0
2552,d,,,,,0,0
2553,a,c,a,a,b,1,31
2554,a,a,b,,,0,0
2555,b,d,b,d,,1,47
2556,b,b,,,,1,31
2557,d,b,c,d,,0,0
2558,a,b,,,,0,0
2559,c,b,,,,0,0
2560,a,d,d,d,,0,0
2561,a,d,c,d,d,0,0
2562,a,b,a,,,0,0
2563,c,c,c,a,,1,46
2564,b,c,a,b,,0,0
2565,b,a,c,,,0,0
2566,a,c,,,,1,38
2567,b,c,d,c,,0,0
2568,a,,,,,0,0
2569,d,a,,,,0,0
2570,b,b,a,a,,1,42
2571,b,b,d,a,,0,0
2572,b,a,b,a,,0,0
2573,d,b,a,d,a,0,0
2574,c,a,a,b,d,0,0
2575,a,a,,,,0,0
2576,d,c,b,a,a,1,41
2577,d,b,b,c,c,1,43
2578,a,a,,,,0,0
2579,a,d,,,,0,0
2580,b,b,a,,,0,0
2581,a,b,a,a,,1,42
2582,c,,,,,0,0
2583,c,b,d,b,,0,0
2584,b,c,,,,1,33
2585,d,b,a,b,b,0,0
2586,a,c,d,,,0,0
2587,b,b,a,,,0,0
2588,d,c,b,,,0,0
2589,a,a,c,a,,0,0
2590,a,a,b,a,,0,0
2591,b,,,,,0,0
2592,c,d,a,a,,0,0
2593,d,b,a,d,,0,0
2594,c,a,b,d,c,1,45
2595,c,a,c,b,,0,0
2596,d,b,b,,,0,0
2597,d,,,,,0,0
2598,d,d,d,,,0,0
2599,a,d,b,,,1,30
2600,b,d,a,,,0,0
2601,a,d,d,,,0,0
2602,b,c,a,,,0,0
2603,c,d,c,,,0,0
2604,b,c,,,,0,0
2605,a,b,,,,0,0
2606,c,a,a,a,,0,0
2607,c,,,,,0,0
2608,d,a,,,,0,0
2609,b,d,c,b,,1,32
2610,c,b,a,,,0,0
2611,d,b,b,b,,1,35
2612,b,c,d,b,,1,31
2613,a,d,a,c,c,0,0
2614,d,c,c,a,d,1,36
2615,b,a,b,,,0,0
2616,c,a,c,a,,0,0
2617,d,d,,,,0,0
2618,c,,,,,0,0
2619,c,d,a,b,,1,49
2620,c,a,,,,0,0
2621,b,d,a,d,a,0,0
2622,d,,,,,0,0
2623,a,,,,,0,0
2624,d,c,d,b,,0,0
2625,c,d,b,b,,1,39
2626,a,d,d,a,,0,0
2627,d,b,a,b,d,1,32
2628,a,a,,,,0,0
2629,a,,,,,0,0
2630,b,c,c,c,c,1,38
2631,a,a,,,,0,0
2632,c,a,d,,,0,0
2633,b,d,,,,0,0
2634,c,,,,,0,0
2635,a,a,a,a,,1,30
2636,d,b,b,,,0,0
2637,a,c,b,,,1,35
2638,d,b,d,d,,1,40
2639,c,d,,,,0,0
2640,c,,,,,0,0
2641,d,d,c,b,,1,33
2642,a,,,,,1,41
2643,a,a,,,,1,46
2644,d,d,a,,,0,0
2645,c,,,,,0,0
2646,a,c,c,a,d,0,0
2647,b,,,,,0,0
2648,d,a,,,,0,0
2649,d,c,b,c,d,0,0
2650,a,b,d,a,c,0,0
2651,b,c,a,a,a,1,43
2652,d,a,c,a,c,0,0
2653,c,,,,,0,0
2654,c,d,b,c,,0,0
2655,b,,,,,0,0
2656,d,b,a,,,0,0
2657,b,b,c,d,,0,0
2658,a,d,c,,,0,0
2659,d,a,b,d,,0,0
2660,a,a,a,a,d,1,30
2661,a,c,c,a,,0,0
2662,a,,,,,0,0
2663,b,,,,,0,0
2664,b,c,d,c,a,0,0
2665,c,b,d,d,,0,0
2666,c,b,c,,,0,0
2667,c,c,b,c,b,0,0
2668,b,,,,,0,0
2669,c,d,,,,0,0
2670,b,c,d,,,0,0
2671,d,,,,,0,0
2672,b,a,d,,,0,0
2673,d,d,a,d,b,1,50
2674,c,a,a,a,c,0,0
2675,a,,,,,0,0
2676,b,d,b,,,0,0
2677,a,c,a,,,0,0
2678,d,,,,,0,0
2679,c,d,d,d,a,0,0
2680,a,a,d,c,b,0,0
2681,b,,,,,1,46
2682,d,a,c,d,,0,0
2683,c,c,,,,1,45
2684,b,c,b,a,,0,0
2685,b,d,,,,0,0
2686,a,c,,,,0,0
2687,b,b,a,a,,0,0
2688,c,c,,,,0,0
2689,c,d,,,,0,0
2690,d,,,,,0,0
2691,a,c,a,c,c,1,37
2692,c,b,,,,0,0
2693,a,b,,,,0,0
2694,c,b,a,,,0,0
2695,c,a,b,,,0,0
2696,d,d,,,,0,0
2697,c,a,a,a,,0,0
2698,c,d,,,,0,0
2699,b,d,b,d,,0,0
2700,d,d,,,,0,0
2701,a,c,,,,0,0
2702,b,,,,,0,0
2703,a,,,,,0,0
2704,c,,,,,0,0
2705,c,,,,,0,0
2706,a,c,,,,0,0
2707,a,,,,,0,0
2708,b,c,,,,1,48
2709,a,b,d,,,0,0
2710,d,c,d,a,,0,0
2711,b,,,,,0,0
2712,d,d,d,,,0,0
2713,b,,,,,0,0
2714,a,,,,,0,0
2715,c,c,a,a,d,0,0
2716,d,b,c,b,,0,0
2717,b,d,c,,,0,0
2718,b,a,b,a,,0,0
2719,b,,,,,1,31
2720,c,d,a,a,a,0,0
2721,b,b,b,a,d,0,0
2722,b,,,,,0,0
2723,d,a,,,,0,0
2724,d,d,b,,,1,37
2725,a,c,a,c,a,1,38
2726,c,c,c,c,d,0,0
2727,c,d,d,d,b,0,0
2728,c,d,,,,0,0
2729,d,c,a,a,,1,34
2730,d,c,a,b,,0,0
2731,a,d,,,,0,0
2732,d,c,a,,,0,0
2733,d,,,,,0,0
2734,d,c,d,b,,1,32
2735,d,b,b,,,0,0
2736,a,,,,,0,0
2737,a,c,c,,,0,0
2738,d,b,c,,,0,0
2739,b,,,,,0,0
2740,d,a,d,,,0,0
2741,c,c,d,d,,0,0
2742,b,d,,,,0,0
2743,b,d,c,c,a,0,0
2744,a,,,,,0,0
2745,c,d,a,a,b,1,38
2746,c,b,c,,,0,0
2747,b,,,,,0,0
2748,b,c,d,a,d,0,0
2749,c,a,b,a,,1,41
2750,c,d,a,d,,1,37
2751,b,d,,,,0,0
2752,c,,,,,0,0
2753,c,b,,,,0,0
2754,a,,,,,0,0
2755,a,c,c,,,0,0
2756,a,,,,,0,0
2757,a,,,,,0,0
2758,a,,,,,0,0
2759,a,d,d,d,a,0,0
2760,c,b,c,,,1,33
2761,a,a,b,b,b,0,0
2762,c,d,b,c,,1,48
2763,b,b,a,d,c,0,0
2764,c,b,b,d,b,1,40
2765,a,d,c,,,0,0
2766,a,,,,,0,0
2767,c,,,,,0,0
2768,a,d,a,,,0,0
2769,c,,,,,0,0
2770,d,d,b,a,b,0,0
2771,b,a,c,b,a,0,0
2772,b,b,c,,,0,0
2773,c,d,d,d,a,1,50
2774,b,c,b,c,d,0,0
2775,d,c,a,,,0,0
2776,c,a,b,a,,0,0
2777,a,,,,,0,0
2778,b,a,c,a,,0,0
2779,b,b,a,b,,0,0
2780,d,,,,,0,0
2781,b,b,,,,0,0
2782,c,c,a,,,0,0
2783,a,b,b,,,0,0
2784,c,a,c,d,d,1,49
2785,b,c,,,,0,0
2786,a,b,,,,0,0
2787,d,a,,,,0,0
2788,c,c,d,d,,1,37
2789,a,b,,,,0,0
2790,b,c,,,,0,0
2791,a,d,,,,0,0
2792,a,c,a,a,a,1,34
2793,b,d,d,d,,0,0
2794,d,d,,,,0,0
2795,a,d,c,a,a,1,34
2796,d,c,,,,0,0
2797,c,b,b,d,d,1,33
2798,c,c,c,b,c,0,0
2799,b,b,c,d,,0,0
2800,d,d,c,c,b,0,0
2801,a,d,,,,0,0
2802,c,b,,,,0,0
2803,c,b,,,,0,0
2804,b,a,,,,0,0
2805,d,,,,,1,42
2806,a,d,a,,,0,0
2807,c,a,b,d,a,1,43
2808,c,c,d,b,a,1,34
2809,a,b,,,,0,0
2810,c,a,a,,,1,32
2811,a,b,d,b,,0,0
2812,a,a,c,,,0,0
2813,c,b,b,,,1,39
2814,b,a,,,,1,33
2815,a,c,b,c,,0,0
2816,d,a,a,b,b,1,35
2817,d,b,b,b,d,0,0
2818,b,b,,,,0,0
2819,d,,,,,0,0
2820,a,b,,,,0,0
2821,c,b,,,,1,50
2822,a,a,c,,,0,0
2823,c,c,c,a,,0,0
2824,c,,,,,0,0
2825,b,b,,,,0,0
2826,b,,,,,0,0
2827,d,d,,,,0,0
2828,b,a,a,a,,0,0
2829,b,b,b,b,,0,0
2830,d,c,d,a,c,0,0
2831,c,d,c,c,a,0,0
2832,b,a,c,d,b,0,0
2833,a,c,d,c,c,0,0
2834,d,d,c,,,0,0
2835,b,b,c,,,0,0
2836,b,c,b,a,,1,42
2837,d,b,c,,,0,0
2838,d,a,d,,,1,34
2839,b,a,c,b,d,0,0
2840,b,,,,,0,0
2841,c,b,d,,,0,0
2842,b,c,a,d,c,0,0
2843,d,b,,,,0,0
2844,b,a,d,a,,0,0
2845,b,c,b,,,0,0
2846,b,d,d,a,a,0,0
2847,a,c,,,,0,0
2848,b,d,,,,1,43
2849,a,a,b,b,,0,0
2850,c,a,,,,0,0
2851,b,c,c,c,,0,0
2852,d,b,,,,0,0
2853,b,b,a,d,,0,0
2854,c,c,c,a,,0,0
2855,c,,,,,0,0
2856,b,,,,,0,0
2857,a,d,b,c,c,1,46
2858,d,c,d,,,0,0
2859,d,d,a,,,1,39
2860,b,a,a,c,b,0,0
2861,c,d,c,,,1,49
2862,d,b,,,,0,0
2863,d,a,d,,,0,0
2864,a,a,d,c,c,1,50
